TOWN,ADDRESS,INTERSECTING STREET,DATE CLASSIFIED,LEAK GRADE,unrepaired leaks at the start of the year,2629
HYDE PARK,80 COMO,,22-Oct-2014,3,,
MARLBORO,147 HELEN,,22-Oct-2014,3,,
MARLBORO,157 HELEN,,22-Oct-2014,3,,
MARLBORO,67 VEGA,,22-Oct-2014,3,,
MAYNARD,27-29 CRANE,,22-Oct-2014,3,,
MAYNARD,10 NICK,,22-Oct-2014,3,,
MAYNARD,3 TIGER,,22-Oct-2014,3,,
NATICK,13 STRATFORD,,22-Oct-2014,3,,
NATICK,395 WORCESTER,,22-Oct-2014,3,,
NORTHBRIDGE,41 ROBIN,,22-Oct-2014,3,,
NORTHBRIDGE,125 SHERYL,,22-Oct-2014,3,,
WORCESTER,364 HAMILTON,,22-Oct-2014,3,,
WORCESTER,299 HIGHLAND,,22-Oct-2014,3,,
WORCESTER,HIGHLAND,,22-Oct-2014,3,,
WORCESTER,HIGHLAND,,22-Oct-2014,3,,
WORCESTER,HIGHLAND,,22-Oct-2014,3,,
WORCESTER,13-17 NEPTUNE,,22-Oct-2014,3,,
WORCESTER,21 NEPTUNE,,22-Oct-2014,3,,
WORCESTER,6 OLD COLONY,,22-Oct-2014,3,,
WORCESTER,80 OREAD,,22-Oct-2014,3,,
WORCESTER,18 OTTER,,22-Oct-2014,3,,
WORCESTER,9 PATCH RESERVOIR,,22-Oct-2014,3,,
WORCESTER,3 PELHAM,,22-Oct-2014,3,,
WORCESTER,98 PIEDMONT,,22-Oct-2014,3,,
CAMBRIDGE,28 ARLINGTON,,23-Oct-2014,3,,
CAMBRIDGE,115 BRATTLE,,23-Oct-2014,3,,
CAMBRIDGE,OPP 92 BRATTLE,,23-Oct-2014,3,,
CAMBRIDGE,90 CLARENDON,,23-Oct-2014,3,,
CAMBRIDGE,23 EVERETT,,23-Oct-2014,3,,
FRAMINGHAM,28 ALDER,,23-Oct-2014,3,,
FRAMINGHAM,198 BROOK,,23-Oct-2014,3,,
FRAMINGHAM,22 DRISCOLL,,23-Oct-2014,3,,
HYDE PARK,83 COMO,,23-Oct-2014,3,,
HYDE PARK,84 COMO,,23-Oct-2014,3,,
HYDE PARK,88 COMO,,23-Oct-2014,3,,
HYDE PARK,COMO,,23-Oct-2014,3,,
HYDE PARK,15 CRANMORE,,23-Oct-2014,3,,
HYDE PARK,112 DALE,,23-Oct-2014,3,,
MARLBORO,74 ESSEX,,23-Oct-2014,3,,
MARLBORO,42 HELEN,,23-Oct-2014,3,,
MARLBORO,22 LIBBY,,23-Oct-2014,3,,
MARLBORO,138 PLEASANT,,23-Oct-2014,3,,
MAYNARD,ELM,,23-Oct-2014,3,,
MAYNARD,33-35 GLENDALE,,23-Oct-2014,3,,
MAYNARD,143 MAIN,,23-Oct-2014,3,,
MAYNARD,3 PERCIVAL,,23-Oct-2014,3,,
MAYNARD,13-15 RICE,,23-Oct-2014,3,,
STOW,117 GREAT,,23-Oct-2014,3,,
WORCESTER,24 CLARIDGE,,23-Oct-2014,3,,
WORCESTER,14 FRATERNAL,,23-Oct-2014,3,,
WORCESTER,HADWEN,,23-Oct-2014,3,,
WORCESTER,50 HILLCROFT,,23-Oct-2014,3,,
WORCESTER,118 HOLDEN,,23-Oct-2014,3,,
WORCESTER,124 HOLDEN,,23-Oct-2014,3,,
WORCESTER,140 HOLDEN,,23-Oct-2014,3,,
WORCESTER,29 METCALF,,23-Oct-2014,3,,
WORCESTER,243 MILLBURY,,23-Oct-2014,3,,
WORCESTER,93 MORNINGSIDE,,23-Oct-2014,3,,
WORCESTER,119 MOWER,,23-Oct-2014,3,,
WORCESTER,35 MOWER,,23-Oct-2014,3,,
WORCESTER,36 MOWER,,23-Oct-2014,3,,
WORCESTER,26 NAVASOTA,,23-Oct-2014,3,,
WORCESTER,OLD BROOK,,23-Oct-2014,3,,
WORCESTER,PARK,,23-Oct-2014,3,,
WORCESTER,PARK,,23-Oct-2014,3,,
WORCESTER,91 PARKTON,,23-Oct-2014,3,,
WORCESTER,5 PIEHL,,23-Oct-2014,3,,
WORCESTER,41 PROUTY,,23-Oct-2014,3,,
WORCESTER,125 PROVIDENCE,,23-Oct-2014,3,,
FAIRHAVEN,12 LIVESEY,,24-Oct-2014,3,,
FAIRHAVEN,3 NEWTON,,24-Oct-2014,3,,
MARLBORO,BOLTON,,24-Oct-2014,3,,
MARLBORO,BOLTON,,24-Oct-2014,3,,
MARLBORO,32 HOSMER,,24-Oct-2014,3,,
MARLBORO,38 HOSMER,,24-Oct-2014,3,,
WORCESTER,354 HAMILTON,,24-Oct-2014,3,,
WORCESTER,401 HAMILTON,,24-Oct-2014,3,,
WORCESTER,HAMILTON,,24-Oct-2014,3,,
WORCESTER,16 HEALY,,24-Oct-2014,3,,
WORCESTER,118 NORFOLK,,24-Oct-2014,3,,
WORCESTER,30 NORTHRIDGE,,24-Oct-2014,3,,
WORCESTER,20 ORIENT,,24-Oct-2014,3,,
WORCESTER,15 PALISADES,,24-Oct-2014,3,,
WORCESTER,23 PALISADES,,24-Oct-2014,3,,
WORCESTER,PILGRIM,,24-Oct-2014,3,,
FAIRHAVEN,10 LIVESEY,,27-Oct-2014,3,,
NEW BEDFORD,SHAWMUT,,27-Oct-2014,3,,
WORCESTER,1010 PLEASANT,,27-Oct-2014,3,,
WORCESTER,1135 PLEASANT,,27-Oct-2014,3,,
WORCESTER,1145 PLEASANT,,27-Oct-2014,3,,
WORCESTER,1280 PLEASANT,,27-Oct-2014,3,,
WORCESTER,996 PLEASANT,,27-Oct-2014,3,,
WORCESTER,OPP 1057 PLEASANT,,27-Oct-2014,3,,
WORCESTER,PLEASANT,,27-Oct-2014,3,,
WORCESTER,PLEASANT,,27-Oct-2014,3,,
WORCESTER,PLEASANT,,27-Oct-2014,3,,
WORCESTER,255 SHREWSBURY,,27-Oct-2014,3,,
FAIRHAVEN,50 WILDING,,28-Oct-2014,3,,
FAIRHAVEN,9 WILDING,,28-Oct-2014,3,,
FRAMINGHAM,CENTRAL,,28-Oct-2014,3,,
FRAMINGHAM,1452 CONCORD,,28-Oct-2014,3,,
FRAMINGHAM,2 WINCH PARK,,28-Oct-2014,3,,
FRAMINGHAM,6 WINCH PARK,,28-Oct-2014,3,,
HYDE PARK,227 DANA,,28-Oct-2014,3,,
HYDE PARK,DANA,,28-Oct-2014,3,,
SOMERVILLE,9 HARRISON,,28-Oct-2014,3,,
WORCESTER,43 BARNARD,,28-Oct-2014,3,,
WORCESTER,796 PLEASANT,,28-Oct-2014,3,,
WORCESTER,812 PLEASANT,,28-Oct-2014,3,,
WORCESTER,830 PLEASANT,,28-Oct-2014,3,,
WORCESTER,874 PLEASANT,,28-Oct-2014,3,,
WORCESTER,907 PLEASANT,,28-Oct-2014,3,,
WORCESTER,927 PLEASANT,,28-Oct-2014,3,,
WORCESTER,940 PLEASANT,,28-Oct-2014,3,,
WORCESTER,PLEASANT,,28-Oct-2014,3,,
WORCESTER,PLEASANT,,28-Oct-2014,3,,
WORCESTER,PLEASANT,,28-Oct-2014,3,,
DEDHAM,27 VINCENT,,29-Oct-2014,3,,
DEDHAM,VINCENT,@ CRANSTON AVE,29-Oct-2014,3,,
FAIRHAVEN,ADAMS,,29-Oct-2014,3,,
FAIRHAVEN,5 GARDNER,,29-Oct-2014,3,,
FAIRHAVEN,9 GARDNER,,29-Oct-2014,3,,
FRAMINGHAM,24 HIGHGATE,,29-Oct-2014,3,,
FRAMINGHAM,172 LOCKLAND,,29-Oct-2014,3,,
FRAMINGHAM,176 LOCKLAND,,29-Oct-2014,3,,
FRAMINGHAM,182 LOCKLAND,,29-Oct-2014,3,,
FRAMINGHAM,198 LOCKLAND,,29-Oct-2014,3,,
HYDE PARK,96 DANNY,,29-Oct-2014,3,,
HYDE PARK,DEDHAM,@ GEORGETOWN,29-Oct-2014,3,,
WORCESTER,16 ELIZABETH,,29-Oct-2014,3,,
WORCESTER,7 MANOR,,29-Oct-2014,3,,
WORCESTER,262 MAY,,29-Oct-2014,3,,
WORCESTER,280 MAY,,29-Oct-2014,3,,
WORCESTER,330 MAY,,29-Oct-2014,3,,
WORCESTER,340 MAY,,29-Oct-2014,3,,
WORCESTER,351 MAY,,29-Oct-2014,3,,
WORCESTER,532 PLEASANT,,29-Oct-2014,3,,
WORCESTER,544 PLEASANT,,29-Oct-2014,3,,
WORCESTER,548 PLEASANT,,29-Oct-2014,3,,
WORCESTER,756 PLEASANT,,29-Oct-2014,3,,
WORCESTER,766 PLEASANT,,29-Oct-2014,3,,
WORCESTER,774 PLEASANT,,29-Oct-2014,3,,
WORCESTER,782 PLEASANT,,29-Oct-2014,3,,
WORCESTER,792 PLEASANT,,29-Oct-2014,3,,
CAMBRIDGE,150 THORNDIKE,,30-Oct-2014,3,,
FAIRHAVEN,156 ADAMS,,30-Oct-2014,3,,
FAIRHAVEN,160 ADAMS,,30-Oct-2014,3,,
FAIRHAVEN,163 ADAMS,,30-Oct-2014,3,,
FRAMINGHAM,1 BROOKVALE,,30-Oct-2014,3,,
FRAMINGHAM,107 ROUNDTOP,,30-Oct-2014,3,,
FRAMINGHAM,ROUNDTOP,@ JANEBAR,30-Oct-2014,3,,
MARLBORO,HOSMER,,30-Oct-2014,3,,
MAYNARD,50 BUTLER,,30-Oct-2014,3,,
WORCESTER,42 ADAMS,,30-Oct-2014,3,,
WORCESTER,21 CRESTON,,30-Oct-2014,3,,
WORCESTER,520 PARK,,30-Oct-2014,3,,
WORCESTER,580 PARK,,30-Oct-2014,3,,
WORCESTER,582 PARK,,30-Oct-2014,3,,
WORCESTER,295 PLEASANT,,30-Oct-2014,3,,
WORCESTER,475 PLEASANT,,30-Oct-2014,3,,
WORCESTER,PLEASANT,,30-Oct-2014,3,,
WORCESTER,PLEASANT,,30-Oct-2014,3,,
WORCESTER,PLEASANT,,30-Oct-2014,3,,
WORCESTER,49 SEMINOLE,,30-Oct-2014,3,,
CAMBRIDGE,20 WILSON,,31-Oct-2014,3,,
FAIRHAVEN,234 ADAMS,,31-Oct-2014,3,,
HYDE PARK,234 FAIRMOUNT,,31-Oct-2014,3,,
MARLBORO,222 HUDSON,,31-Oct-2014,3,,
WORCESTER,AIRPORT,,31-Oct-2014,3,,
WORCESTER,32 FARMINGTON,,31-Oct-2014,3,,
WORCESTER,9 INDIAN LAKE,,31-Oct-2014,3,,
WORCESTER,117 PLANTATION,,31-Oct-2014,3,,
WORCESTER,123 PLANTATION,,31-Oct-2014,3,,
WORCESTER,136 PLANTATION,,31-Oct-2014,3,,
WORCESTER,152 PLANTATION,,31-Oct-2014,3,,
WORCESTER,166 PLANTATION,,31-Oct-2014,3,,
WORCESTER,300 PLANTATION,,31-Oct-2014,3,,
WORCESTER,PLANTATION,,31-Oct-2014,3,,
WORCESTER,PLANTATION,,31-Oct-2014,3,,
WORCESTER,STAFFORD,@ LUDLOW ST,31-Oct-2014,3,,
CAMBRIDGE,193 RINDGE,,03-Nov-2014,3,,
FRAMINGHAM,20 BERKELEY,,03-Nov-2014,3,,
FRAMINGHAM,13 KNIGHT,,03-Nov-2014,3,,
FRAMINGHAM,25 KNIGHT,,03-Nov-2014,3,,
FRAMINGHAM,KNIGHT,,03-Nov-2014,3,,
FRAMINGHAM,TEMPLE,,03-Nov-2014,3,,
HYDE PARK,FAIRMOUNT,,03-Nov-2014,3,,
MAYNARD,2 NANCY,,03-Nov-2014,3,,
SHREWSBURY,62 COLONIAL,,03-Nov-2014,3,,
SOMERVILLE,CURTIS,@ POWERHOUSE BLVD,03-Nov-2014,3,,
WESTBOROUGH,HOMESTEAD,,03-Nov-2014,3,,
WORCESTER,CLOVER,@ KNOX ST,03-Nov-2014,3,,
WORCESTER,195 PARK,,03-Nov-2014,3,,
WORCESTER,198 PARK,,03-Nov-2014,3,,
WORCESTER,226-228 PARK,,03-Nov-2014,3,,
WORCESTER,237 PARK,,03-Nov-2014,3,,
WORCESTER,287 PARK,,03-Nov-2014,3,,
WORCESTER,399 PARK,,03-Nov-2014,3,,
WORCESTER,400 PARK,,03-Nov-2014,3,,
WORCESTER,509 PARK,,03-Nov-2014,3,,
WORCESTER,OPP 442 PARK,,03-Nov-2014,3,,
WORCESTER,PARK,,03-Nov-2014,3,,
WORCESTER,PARK,,03-Nov-2014,3,,
WORCESTER,137 PLEASANT,,03-Nov-2014,3,,
AUBURN,14 ARLINGTON,,04-Nov-2014,3,,
AUBURN,123 BOYCE,,04-Nov-2014,3,,
AUBURN,143 BOYCE,,04-Nov-2014,3,,
AUBURN,158 BOYCE,,04-Nov-2014,3,,
AUBURN,BOYCE,,04-Nov-2014,3,,
AUBURN,BOYCE,,04-Nov-2014,3,,
CAMBRIDGE,19 HILLIARD,,04-Nov-2014,3,,
CAMBRIDGE,777 MEMORIAL,,04-Nov-2014,3,,
FRAMINGHAM,17 CLAUDETTE,,04-Nov-2014,3,,
FRAMINGHAM,26 LYMAN,,04-Nov-2014,3,,
SHREWSBURY,49 HAPGOOD,,04-Nov-2014,3,,
WORCESTER,3 ARBOR VITAE,,04-Nov-2014,3,,
WORCESTER,9 ARBOR VITAE,,04-Nov-2014,3,,
WORCESTER,7 BLAIR,,04-Nov-2014,3,,
WORCESTER,320 LINCOLN,,04-Nov-2014,3,,
WORCESTER,354 LINCOLN,,04-Nov-2014,3,,
WORCESTER,645 LINCOLN,,04-Nov-2014,3,,
WORCESTER,340 PLANTATION,,04-Nov-2014,3,,
WORCESTER,PLANTATION,,04-Nov-2014,3,,
WORCESTER,PLANTATION,,04-Nov-2014,3,,
AUBURN,102 NORTH OXFORD,,05-Nov-2014,3,,
AUBURN,32 PAKACHOAG,,05-Nov-2014,3,,
AUBURN,65 SCHOOL,,05-Nov-2014,3,,
AUBURN,27 SWORD,,05-Nov-2014,3,,
AUBURN,33 SWORD,,05-Nov-2014,3,,
AUBURN,36 SWORD,,05-Nov-2014,3,,
AUBURN,20 WELLMAN,,05-Nov-2014,3,,
AUBURN,28 WOODLAND,,05-Nov-2014,3,,
FRAMINGHAM,2 BOSWORTH,,05-Nov-2014,3,,
FRAMINGHAM,1339 OLD WORCESTER,,05-Nov-2014,3,,
HYDE PARK,6 FARRIN,,05-Nov-2014,3,,
SHREWSBURY,60 COMMONS,,05-Nov-2014,3,,
UPTON,32 WILLIAMS,,05-Nov-2014,3,,
UPTON,42 WILLIAMS,,05-Nov-2014,3,,
WORCESTER,36 CASCADE,,05-Nov-2014,3,,
WORCESTER,JUDITH,@ JUNE ST,05-Nov-2014,3,,
WORCESTER,388 JUNE,,05-Nov-2014,3,,
WORCESTER,205 LINCOLN,,05-Nov-2014,3,,
WORCESTER,228 LINCOLN,,05-Nov-2014,3,,
WORCESTER,1256 MAIN,,05-Nov-2014,3,,
WORCESTER,1296 MAIN,,05-Nov-2014,3,,
WORCESTER,1340 MAIN,,05-Nov-2014,3,,
WORCESTER,26 MARLAND,,05-Nov-2014,3,,
WORCESTER,48 MARLAND,,05-Nov-2014,3,,
AUBURN,15 SOUTHBRIDGE,,06-Nov-2014,3,,
AUBURN,SOUTHBRIDGE,,06-Nov-2014,3,,
AUBURN,SOUTHBRIDGE,,06-Nov-2014,3,,
AUBURN,667 WASHINGTON,,06-Nov-2014,3,,
CAMBRIDGE,1977-1979 MASSACHUSETTS,,06-Nov-2014,3,,
CAMBRIDGE,2013 MASSACHUSETTS,,06-Nov-2014,3,,
HYDE PARK,27 SUNNYSIDE,,06-Nov-2014,3,,
HYDE PARK,42 SUNNYSIDE,,06-Nov-2014,3,,
MARLBORO,602 BRIGHAM,,06-Nov-2014,3,,
MARLBORO,100 GRACE,,06-Nov-2014,3,,
MARLBORO,16 GRACE,,06-Nov-2014,3,,
MARLBORO,MAPLE,,06-Nov-2014,3,,
MARLBORO,27 PIONEER,,06-Nov-2014,3,,
MARLBORO,37 PIONEER,,06-Nov-2014,3,,
MARLBORO,26 WILSON,,06-Nov-2014,3,,
MARLBORO,26  APT #9 WILSON,,06-Nov-2014,3,,
MAYNARD,1-2 DARTMOUTH,,06-Nov-2014,3,,
MILLBURY,OPP 3 CANAL,,06-Nov-2014,3,,
MILLBURY,ELM,,06-Nov-2014,3,,
NORTHBORO,292 MAIN,,06-Nov-2014,3,,
SHREWSBURY,303 BOSTON,,06-Nov-2014,3,,
WORCESTER,10-12 BOYLSTON,,06-Nov-2014,3,,
WORCESTER,8 BOYLSTON,,06-Nov-2014,3,,
WORCESTER,BOYLSTON,,06-Nov-2014,3,,
WORCESTER,11 FIRGLADE,,06-Nov-2014,3,,
WORCESTER,4 HARTSHORN,,06-Nov-2014,3,,
WORCESTER,251 MAY,,06-Nov-2014,3,,
WORCESTER,MAY,,06-Nov-2014,3,,
WORCESTER,MAY,@ MANOR ST,06-Nov-2014,3,,
WORCESTER,8 VAN,,06-Nov-2014,3,,
WORCESTER,47 WILSON,,06-Nov-2014,3,,
MILLBURY,19 BEACH,,07-Nov-2014,3,,
MILLBURY,BRIGHTSIDE,,07-Nov-2014,3,,
MILLBURY,22 CROYDEN,,07-Nov-2014,3,,
MILLBURY,234 MILLBURY,,07-Nov-2014,3,,
MILLBURY,256 MILLBURY,,07-Nov-2014,3,,
MILLBURY,266 MILLBURY,,07-Nov-2014,3,,
MILLBURY,274 MILLBURY,,07-Nov-2014,3,,
MILLBURY,294 MILLBURY,,07-Nov-2014,3,,
MILLBURY,316 MILLBURY,,07-Nov-2014,3,,
MILLBURY,322 MILLBURY,,07-Nov-2014,3,,
WORCESTER,ENGLEWOOD,,07-Nov-2014,3,,
WORCESTER,15 FAIRFIELD,,07-Nov-2014,3,,
WORCESTER,12 GLENDALE,,07-Nov-2014,3,,
WORCESTER,163 GRAND,,07-Nov-2014,3,,
CAMBRIDGE,39 FAYERWEATHER,,10-Nov-2014,3,,
HYDE PARK,30 GRASSMERE,,10-Nov-2014,3,,
HYDE PARK,31 GRASSMERE,,10-Nov-2014,3,,
MILLBURY,48 BEACH,,10-Nov-2014,3,,
MILLBURY,23 LESLIE,,10-Nov-2014,3,,
MILLBURY,9 LINCOLN,,10-Nov-2014,3,,
MILLBURY,MARTIN,,10-Nov-2014,3,,
MILLBURY,30 SOUTH MAIN,,10-Nov-2014,3,,
MILLBURY,26 SULLIVAN,,10-Nov-2014,3,,
MILLBURY,9 SULLIVAN,,10-Nov-2014,3,,
MILLBURY,SULLIVAN,,10-Nov-2014,3,,
WORCESTER,144 FREMONT,,10-Nov-2014,3,,
WORCESTER,445 LAKE,,10-Nov-2014,3,,
CAMBRIDGE,MASSACHUSETTS,,12-Nov-2014,3,,
FRAMINGHAM,64 BEAVER PARK,,12-Nov-2014,3,,
FRAMINGHAM,71A BEAVER PARK,,12-Nov-2014,3,,
FRAMINGHAM,107 BEAVER TERRACE,,12-Nov-2014,3,,
HOPKINTON,6 EXCHANGE,,12-Nov-2014,3,,
HYDE PARK,43 GRASSMERE,,12-Nov-2014,3,,
MILLBURY,9 BURBANK,,12-Nov-2014,3,,
MILLBURY,1 CANAL,,12-Nov-2014,3,,
MILLBURY,13 CAPTAIN PETER SIMPSON,,12-Nov-2014,3,,
MILLBURY,5 CHURCH,,12-Nov-2014,3,,
MILLBURY,7 FONTAINE,,12-Nov-2014,3,,
MILLBURY,8 FONTAINE,,12-Nov-2014,3,,
MILLBURY,38 HIGH,,12-Nov-2014,3,,
PLYMOUTH,194 COLONY,,12-Nov-2014,3,,
PLYMOUTH,14 SAVERY,,12-Nov-2014,3,,
SHREWSBURY,78 WASHINGTON,,12-Nov-2014,3,,
SHREWSBURY,WASHINGTON,,12-Nov-2014,3,,
WORCESTER,119-121 HOPE,,12-Nov-2014,3,,
WORCESTER,376 MAY,,12-Nov-2014,3,,
WORCESTER,398 MAY,,12-Nov-2014,3,,
WORCESTER,MAY,,12-Nov-2014,3,,
CAMBRIDGE,WILLOW,,13-Nov-2014,3,,
FRAMINGHAM,190 ARTHUR,,13-Nov-2014,3,,
FRAMINGHAM,300 GRANT,,13-Nov-2014,3,,
FRAMINGHAM,99 MANSFIELD,,13-Nov-2014,3,,
HYDE PARK,50 VAN BRUNT,,13-Nov-2014,3,,
HYDE PARK,119 WINDHAM,,13-Nov-2014,3,,
HYDE PARK,23 WINDHAM,,13-Nov-2014,3,,
HYDE PARK,129 WOOD,,13-Nov-2014,3,,
MAYNARD,13-15 POWDER MILL,,13-Nov-2014,3,,
MILLBURY,30 GRAFTON,,13-Nov-2014,3,,
MILLBURY,GRAFTON,,13-Nov-2014,3,,
MILLBURY,GRAFTON,,13-Nov-2014,3,,
MILLBURY,27 PROVIDENCE,,13-Nov-2014,3,,
MILLBURY,PROVIDENCE,,13-Nov-2014,3,,
MILLBURY,PROVIDENCE,,13-Nov-2014,3,,
MILLBURY,SUMMER,,13-Nov-2014,3,,
MILLBURY,126 WEST MAIN,,13-Nov-2014,3,,
MILLBURY,189 WEST MAIN,,13-Nov-2014,3,,
MILLBURY,70 WORCESTER,,13-Nov-2014,3,,
WORCESTER,27 COLONIAL,,13-Nov-2014,3,,
WORCESTER,HADWEN,,13-Nov-2014,3,,
WORCESTER,5 HAVELOCK,,13-Nov-2014,3,,
WORCESTER,286 HIGHLAND,,13-Nov-2014,3,,
WORCESTER,328 HIGHLAND,,13-Nov-2014,3,,
WORCESTER,334 HIGHLAND,,13-Nov-2014,3,,
WORCESTER,HIGHLAND,@ HIGHLAND TER,13-Nov-2014,3,,
WORCESTER,HOWLAND,@ PLEASANT ST,13-Nov-2014,3,,
WORCESTER,33 MONROE,,13-Nov-2014,3,,
WORCESTER,715 PLEASANT,,13-Nov-2014,3,,
WORCESTER,756 PLEASANT,,13-Nov-2014,3,,
WORCESTER,441 TEMPLE,,13-Nov-2014,3,,
CAMBRIDGE,PLYMOUTH,,14-Nov-2014,3,,
CAMBRIDGE,WINDSOR,,14-Nov-2014,3,,
HOPKINTON,134 HAYDEN ROWE,,14-Nov-2014,3,,
HYDE PARK,27 HALSEY,,14-Nov-2014,3,,
MILLBURY,1-7 BRIERLY,,14-Nov-2014,3,,
MILLBURY,23 ELMWOOD,,14-Nov-2014,3,,
MILLBURY,58-64 HORNE,,14-Nov-2014,3,,
MILLBURY,49 MAPLE,,14-Nov-2014,3,,
MILLBURY,28 SUTTON,,14-Nov-2014,3,,
MILLBURY,4-6 SUTTON,,14-Nov-2014,3,,
MILLBURY,THOMAS HILL,,14-Nov-2014,3,,
MILLBURY,WHEELOCK,,14-Nov-2014,3,,
WEST BOYLSTON,70 CRESCENT,,14-Nov-2014,3,,
WESTBOROUGH,8 OLDE HICKORY,,14-Nov-2014,3,,
WORCESTER,535 CHANDLER,,14-Nov-2014,3,,
CAMBRIDGE,DANFORTH,,17-Nov-2014,3,,
CAMBRIDGE,2 DIVINITY,,17-Nov-2014,3,,
CAMBRIDGE,18 ELLSWORTH,,17-Nov-2014,3,,
CAMBRIDGE,188 FRANKLIN,,17-Nov-2014,3,,
CAMBRIDGE,113 INMAN,,17-Nov-2014,3,,
CAMBRIDGE,15 INMAN,,17-Nov-2014,3,,
CAMBRIDGE,202 RIVER,,17-Nov-2014,3,,
CAMBRIDGE,330 RIVER,,17-Nov-2014,3,,
CAMBRIDGE,149-151 WINDSOR,,17-Nov-2014,3,,
FRAMINGHAM,25-27 HERBERT,,17-Nov-2014,3,,
FRAMINGHAM,11 ROYCE,,17-Nov-2014,3,,
HYDE PARK,98 HIGHLAND,,17-Nov-2014,3,,
MARLBORO,2 EAST BOSTON POST,,17-Nov-2014,3,,
MARLBORO,547 EAST BOSTON POST,,17-Nov-2014,3,,
MARLBORO,EAST BOSTON POST,,17-Nov-2014,3,,
MARLBORO,178 EAST MAIN,,17-Nov-2014,3,,
MARLBORO,9 EAST MAIN,,17-Nov-2014,3,,
MARLBORO,280 APT 33 ELM,,17-Nov-2014,3,,
MARLBORO,280 APT 36 ELM,,17-Nov-2014,3,,
MARLBORO,237 MILLHAM,,17-Nov-2014,3,,
MILLBURY,125 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,154 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,163 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,178 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,187 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,29 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,56 NORTH MAIN,,17-Nov-2014,3,,
MILLBURY,NORTH MAIN,,17-Nov-2014,3,,
NATICK,BODEN,,17-Nov-2014,3,,
NATICK,44 HARTFORD,,17-Nov-2014,3,,
NATICK,11 STRATFORD,,17-Nov-2014,3,,
NATICK,9 STRATFORD,,17-Nov-2014,3,,
SHREWSBURY,15 SHERWOOD,,17-Nov-2014,3,,
CAMBRIDGE,7 MEADOW,,18-Nov-2014,3,,
FRAMINGHAM,27 BELVIDERE,,18-Nov-2014,3,,
FRAMINGHAM,673 CONCORD,,18-Nov-2014,3,,
FRAMINGHAM,CONCORD,,18-Nov-2014,3,,
FRAMINGHAM,19 DUFFETT,,18-Nov-2014,3,,
MILLBURY,1495 GRAFTON,,18-Nov-2014,3,,
MILLBURY,41 RIVERLIN,,18-Nov-2014,3,,
MILLBURY,RIVERLIN,,18-Nov-2014,3,,
PLYMOUTH,11 FULTON,,18-Nov-2014,3,,
SUTTON,20 OLD PROVIDENCE,,18-Nov-2014,3,,
SUTTON,OLD PROVIDENCE,,18-Nov-2014,3,,
SUTTON,OLD PROVIDENCE,,18-Nov-2014,3,,
SUTTON,OLD PROVIDENCE,,18-Nov-2014,3,,
SUTTON,OLD PROVIDENCE,,18-Nov-2014,3,,
WORCESTER,334 CHANDLER,,18-Nov-2014,3,,
CAMBRIDGE,36 HAWTHORNE,,19-Nov-2014,3,,
FRAMINGHAM,BETHANY,,19-Nov-2014,3,,
FRAMINGHAM,155-157 CEDAR,,19-Nov-2014,3,,
FRAMINGHAM,95 CEDAR,,19-Nov-2014,3,,
MARLBORO,HELEN,,19-Nov-2014,3,,
SOMERVILLE,22 ASHLAND,,19-Nov-2014,3,,
SUTTON,BOSTON,,19-Nov-2014,3,,
SUTTON,68 PROVIDENCE,,19-Nov-2014,3,,
SUTTON,PROVIDENCE,,19-Nov-2014,3,,
SUTTON,PROVIDENCE,,19-Nov-2014,3,,
SUTTON,PROVIDENCE,,19-Nov-2014,3,,
WEST BOYLSTON,24 BLUE RIDGE,,19-Nov-2014,3,,
WEST BOYLSTON,DANIELIAN,,19-Nov-2014,3,,
WEST BOYLSTON,DANIELIAN,,19-Nov-2014,3,,
WORCESTER,88 CHANDLER,,19-Nov-2014,3,,
WORCESTER,421 MASSASOIT,,19-Nov-2014,3,,
DARTMOUTH,333 FAUNCE CORNER,,20-Nov-2014,3,,
FRAMINGHAM,35 NEWTON,,20-Nov-2014,3,,
MARLBORO,400 NICKERSON,,20-Nov-2014,3,,
MARLBORO,97 RAFFAELE,,20-Nov-2014,3,,
MAYNARD,11 SHERMAN,,20-Nov-2014,3,,
WEST BOYLSTON,24 BOWEN,,20-Nov-2014,3,,
WEST BOYLSTON,19 BRANDYWINE,,20-Nov-2014,3,,
WEST BOYLSTON,CHURCH,,20-Nov-2014,3,,
WEST BOYLSTON,FRANKLIN,,20-Nov-2014,3,,
WEST BOYLSTON,9 MAPLE,,20-Nov-2014,3,,
WEST BOYLSTON,5 PAUL X TIVNAN,,20-Nov-2014,3,,
WORCESTER,31 FALMOUTH,,20-Nov-2014,3,,
FRAMINGHAM,79 DUNSTER,,21-Nov-2014,3,,
FRAMINGHAM,109 EDGEWATER,,21-Nov-2014,3,,
FRAMINGHAM,115 EDGEWATER,,21-Nov-2014,3,,
FRAMINGHAM,WATER,,21-Nov-2014,3,,
FRAMINGHAM,495 WINTER,,21-Nov-2014,3,,
FRAMINGHAM,555 WINTER,,21-Nov-2014,3,,
