ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
7 MANOR,WORCESTER,,,,,,10/29/14,3
251 MAY,WORCESTER,,,,,,10/29/14,3
262 MAY,WORCESTER,,,,,,10/29/14,3
280 MAY,WORCESTER,,,,,,10/29/14,3
330 MAY,WORCESTER,,,,,,10/29/14,3
340 MAY,WORCESTER,,,,,,10/29/14,3
351 MAY,WORCESTER,,,,,,10/29/14,3
532 PLEASANT,WORCESTER,,,,,,10/29/14,3
544 PLEASANT,WORCESTER,,,,,,10/29/14,3
548 PLEASANT,WORCESTER,,,,,,10/29/14,3
727 PLEASANT,WORCESTER,,,,,,10/29/14,3
730 PLEASANT,WORCESTER,,,,,,10/29/14,3
756 PLEASANT,WORCESTER,,,,,,10/29/14,3
766 PLEASANT,WORCESTER,,,,,,10/29/14,3
774 PLEASANT,WORCESTER,,,,,,10/29/14,3
782 PLEASANT,WORCESTER,,,,,,10/29/14,3
792 PLEASANT,WORCESTER,,,,,,10/29/14,3
56 SAVIN,DEDHAM,,,,,,10/28/14,3
50 WILDING,FAIRHAVEN,,,,,,10/28/14,3
9 WILDING,FAIRHAVEN,,,,,,10/28/14,3
1 HALLETT,FRAMINGHAM,,,,,,10/28/14,2
CENTRAL,FRAMINGHAM,,,,,,10/28/14,3
1452 CONCORD,FRAMINGHAM,,,,,,10/28/14,3
40 GLEASON,FRAMINGHAM,,,,,,10/28/14,3
HAYNES,FRAMINGHAM,,,,,,10/28/14,3
6 MICHAUD,FRAMINGHAM,,,,,,10/28/14,3
118 SUMMER,FRAMINGHAM,,,,,,10/28/14,3
2 WINCH PARK,FRAMINGHAM,,,,,,10/28/14,3
6 WINCH PARK,FRAMINGHAM,,,,,,10/28/14,3
11 NAZNEEN,HOPKINTON,,,,,,10/28/14,3
227 DANA,HYDE PARK,,,,,,10/28/14,3
DANA,HYDE PARK,,,,,,10/28/14,3
140 PITMAN,NEW BEDFORD,,,,,,10/28/14,3
9 HARRISON,SOMERVILLE,,,,,,10/28/14,3
43 BARNARD,WORCESTER,,,,,,10/28/14,3
51 BARNARD,WORCESTER,,,,,,10/28/14,3
19 OLGA,WORCESTER,@ ADOLPH ST,,,,,10/28/14,3
796 PLEASANT,WORCESTER,,,,,,10/28/14,3
812 PLEASANT,WORCESTER,,,,,,10/28/14,3
830 PLEASANT,WORCESTER,,,,,,10/28/14,3
874 PLEASANT,WORCESTER,,,,,,10/28/14,3
907 PLEASANT,WORCESTER,,,,,,10/28/14,3
927 PLEASANT,WORCESTER,,,,,,10/28/14,3
940 PLEASANT,WORCESTER,,,,,,10/28/14,3
PLEASANT,WORCESTER,,,,,,10/28/14,3
PLEASANT,WORCESTER,,,,,,10/28/14,3
PLEASANT,WORCESTER,,,,,,10/28/14,3
10 LIVESEY,FAIRHAVEN,,,,,,10/27/14,3
17 NANCY,FAIRHAVEN,,,,,,10/27/14,3
5 AUBURN,FRAMINGHAM,,,,,,10/27/14,3
SHAWMUT,NEW BEDFORD,,,,,,10/27/14,3
1010 PLEASANT,WORCESTER,,,,,,10/27/14,3
1135 PLEASANT,WORCESTER,,,,,,10/27/14,3
1145 PLEASANT,WORCESTER,,,,,,10/27/14,3
1280 PLEASANT,WORCESTER,,,,,,10/27/14,3
996 PLEASANT,WORCESTER,,,,,,10/27/14,3
OPP 1057 PLEASANT,WORCESTER,,,,,,10/27/14,3
PLEASANT,WORCESTER,,,,,,10/27/14,3
PLEASANT,WORCESTER,,,,,,10/27/14,3
PLEASANT,WORCESTER,,,,,,10/27/14,3
255 SHREWSBURY,WORCESTER,,,,,,10/27/14,3
359 SHREWSBURY,WORCESTER,,,,,,10/27/14,3
26 RUSTCRAFT,DEDHAM,,,,,,10/24/14,3
12 LIVESEY,FAIRHAVEN,,,,,,10/24/14,3
3 NEWTON,FAIRHAVEN,,,,,,10/24/14,3
BOLTON,MARLBORO,,,,,,10/24/14,3
BOLTON,MARLBORO,,,,,,10/24/14,3
7 CULLINANE,MARLBORO,,,,,,10/24/14,3
32 HOSMER,MARLBORO,,,,,,10/24/14,3
38 HOSMER,MARLBORO,,,,,,10/24/14,3
5 BROOKMAN,WORCESTER,,,,,,10/24/14,3
2 ESTABROOK,WORCESTER,,,,,,10/24/14,3
354 HAMILTON,WORCESTER,,,,,,10/24/14,3
401 HAMILTON,WORCESTER,,,,,,10/24/14,3
HAMILTON,WORCESTER,,,,,,10/24/14,3
HAMILTON,WORCESTER,,,,,,10/24/14,3
16 HEALY,WORCESTER,,,,,,10/24/14,3
118 NORFOLK,WORCESTER,,,,,,10/24/14,3
30 NORTHRIDGE,WORCESTER,,,,,,10/24/14,3
20 ORIENT,WORCESTER,,,,,,10/24/14,3
15 PALISADES,WORCESTER,,,,,,10/24/14,3
23 PALISADES,WORCESTER,,,,,,10/24/14,3
PILGRIM,WORCESTER,,,,,,10/24/14,3
OPP 92 BRATTLE,CAMBRIDGE,,,,,,10/23/14,3
BRATTLE,CAMBRIDGE,,,,,,10/23/14,3
BRATTLE,CAMBRIDGE,,,,,,10/23/14,3
23 EVERETT,CAMBRIDGE,,,,,,10/23/14,3
32 HOLDEN,CAMBRIDGE,,,,,,10/23/14,3
190-192 HOLWORTHY,CAMBRIDGE,,,,,,10/23/14,3
HOLWORTHY,CAMBRIDGE,,,,,,10/23/14,3
62 HOMER,CAMBRIDGE,,,,,,10/23/14,3
612 HURON,CAMBRIDGE,,,,,,10/23/14,3
41-43 LINNAEAN,CAMBRIDGE,,,,,,10/23/14,3
41-43 LINNAEAN,CAMBRIDGE,,,,,,10/23/14,3
42498,CAMBRIDGE,,,,,,10/23/14,3
703 MOUNT AUBURN,CAMBRIDGE,,,,,,10/23/14,3
28 ALDER,FRAMINGHAM,,,,,,10/23/14,3
27 BRIARWOOD,FRAMINGHAM,,,,,,10/23/14,3
198 BROOK,FRAMINGHAM,,,,,,10/23/14,3
8 CORRINE,FRAMINGHAM,,,,,,10/23/14,3
22 DRISCOLL,FRAMINGHAM,,,,,,10/23/14,3
8 DRISCOLL,FRAMINGHAM,,,,,,10/23/14,3
14 PAMELA,FRAMINGHAM,,,,,,10/23/14,3
83 COMO,HYDE PARK,,,,,,10/23/14,3
84 COMO,HYDE PARK,,,,,,10/23/14,3
88 COMO,HYDE PARK,,,,,,10/23/14,3
COMO,HYDE PARK,,,,,,10/23/14,3
15 CRANMORE,HYDE PARK,,,,,,10/23/14,3
55 CRANMORE,HYDE PARK,,,,,,10/23/14,3
112 DALE,HYDE PARK,,,,,,10/23/14,3
AMES,MARLBORO,,,,,,10/23/14,3
74 ESSEX,MARLBORO,,,,,,10/23/14,3
42 HELEN,MARLBORO,,,,,,10/23/14,3
22 LIBBY,MARLBORO,,,,,,10/23/14,3
138 PLEASANT,MARLBORO,,,,,,10/23/14,3
281 PLEASANT,MARLBORO,,,,,,10/23/14,3
28 RUTH,MARLBORO,,,,,,10/23/14,3
ELM,MAYNARD,,,,,,10/23/14,3
33-35 GLENDALE,MAYNARD,,,,,,10/23/14,3
105 MAIN,MAYNARD,,,,,,10/23/14,3
143 MAIN,MAYNARD,,,,,,10/23/14,3
145 MAIN,MAYNARD,,,,,,10/23/14,3
251 MAIN,MAYNARD,,,,,,10/23/14,3
3 PERCIVAL,MAYNARD,,,,,,10/23/14,3
13-15 RICE,MAYNARD,,,,,,10/23/14,3
35 GARNER,STOW,,,,,,10/23/14,3
484 GLEASONDALE,STOW,,,,,,10/23/14,3
GLEASONDALE,STOW,,,,,,10/23/14,3
GLEASONDALE,STOW,,,,,,10/23/14,3
117 GREAT,STOW,,,,,,10/23/14,3
155 GREAT,STOW,,,,,,10/23/14,3
55 HARTLEY,STOW,,,,,,10/23/14,3
24 CLARIDGE,WORCESTER,,,,,,10/23/14,3
14 FRATERNAL,WORCESTER,,,,,,10/23/14,3
HADWEN,WORCESTER,,,,,,10/23/14,3
50 HILLCROFT,WORCESTER,,,,,,10/23/14,3
74 HILLCROFT,WORCESTER,,,,,,10/23/14,3
118 HOLDEN,WORCESTER,,,,,,10/23/14,3
124 HOLDEN,WORCESTER,,,,,,10/23/14,3
140 HOLDEN,WORCESTER,,,,,,10/23/14,3
189 HOLDEN,WORCESTER,,,,,,10/23/14,3
29 METCALF,WORCESTER,,,,,,10/23/14,3
243 MILLBURY,WORCESTER,,,,,,10/23/14,3
278 MILLBURY,WORCESTER,,,,,,10/23/14,3
93 MORNINGSIDE,WORCESTER,,,,,,10/23/14,3
119 MOWER,WORCESTER,,,,,,10/23/14,3
35 MOWER,WORCESTER,,,,,,10/23/14,3
353 MOWER,WORCESTER,,,,,,10/23/14,3
36 MOWER,WORCESTER,,,,,,10/23/14,3
MULBERRY,WORCESTER,,,,,,10/23/14,3
151 MURRAY,WORCESTER,,,,,,10/23/14,3
26 NAVASOTA,WORCESTER,,,,,,10/23/14,3
OLD BROOK,WORCESTER,,,,,,10/23/14,3
PARK,WORCESTER,,,,,,10/23/14,3
PARK,WORCESTER,,,,,,10/23/14,3
91 PARKTON,WORCESTER,,,,,,10/23/14,3
5 PIEHL,WORCESTER,,,,,,10/23/14,3
41 PROUTY,WORCESTER,,,,,,10/23/14,3
125 PROVIDENCE,WORCESTER,,,,,,10/23/14,3
CARLETON,CAMBRIDGE,,,,,,10/22/14,3
13 CEDAR,CAMBRIDGE,,,,,,10/22/14,3
CEDAR,CAMBRIDGE,,,,,,10/22/14,3
96 CONCORD,CAMBRIDGE,,,,,,10/22/14,3
20 HOLDEN,CAMBRIDGE,,,,,,10/22/14,3
34-38 KIRKLAND,CAMBRIDGE,,,,,,10/22/14,3
42 KIRKLAND,CAMBRIDGE,,,,,,10/22/14,3
NEW,CAMBRIDGE,,,,,,10/22/14,3
23 HOPKINS,FAIRHAVEN,,,,,,10/22/14,3
HOWLAND,FAIRHAVEN,,,,,,10/22/14,3
154 WATER,FRAMINGHAM,,,,,,10/22/14,3
214 WATER,FRAMINGHAM,,,,,,10/22/14,3
380 WATER,FRAMINGHAM,,,,,,10/22/14,3
514 WATER,FRAMINGHAM,,,,,,10/22/14,3
677 WATER,FRAMINGHAM,,,,,,10/22/14,3
1260 WORCESTER,FRAMINGHAM,,,,,,10/22/14,3
MENDON,HOPEDALE,,,,,,10/22/14,3
NORTHROP,HOPEDALE,,,,,,10/22/14,3
NORTHROP,HOPEDALE,,,,,,10/22/14,3
54 COMO,HYDE PARK,,,,,,10/22/14,2
42 COMO,HYDE PARK,,,,,,10/22/14,3
79 COMO,HYDE PARK,,,,,,10/22/14,3
80 COMO,HYDE PARK,,,,,,10/22/14,3
147 HELEN,MARLBORO,,,,,,10/22/14,3
157 HELEN,MARLBORO,,,,,,10/22/14,3
HEMENWAY,MARLBORO,,,,,,10/22/14,3
62 RIPLEY,MARLBORO,,,,,,10/22/14,3
46 TELLER,MARLBORO,,,,,,10/22/14,3
67 VEGA,MARLBORO,,,,,,10/22/14,3
27-29 CRANE,MAYNARD,,,,,,10/22/14,3
10 NICK,MAYNARD,,,,,,10/22/14,3
22 O'MOORE,MAYNARD,,,,,,10/22/14,3
3 TIGER,MAYNARD,,,,,,10/22/14,3
5 PINE,NATICK,,,,,,10/22/14,3
13 STRATFORD,NATICK,,,,,,10/22/14,3
395 WORCESTER,NATICK,,,,,,10/22/14,3
MARION,NORTHBRIDGE,,,,,,10/22/14,3
41 ROBIN,NORTHBRIDGE,,,,,,10/22/14,3
125 SHERYL,NORTHBRIDGE,,,,,,10/22/14,3
364 HAMILTON,WORCESTER,,,,,,10/22/14,3
123 HIGHLAND,WORCESTER,,,,,,10/22/14,3
299 HIGHLAND,WORCESTER,,,,,,10/22/14,3
HIGHLAND,WORCESTER,,,,,,10/22/14,3
HIGHLAND,WORCESTER,,,,,,10/22/14,3
HIGHLAND,WORCESTER,,,,,,10/22/14,3
13-17 NEPTUNE,WORCESTER,,,,,,10/22/14,3
21 NEPTUNE,WORCESTER,,,,,,10/22/14,3
6 OLD COLONY,WORCESTER,,,,,,10/22/14,3
80 OREAD,WORCESTER,,,,,,10/22/14,3
18 OTTER,WORCESTER,,,,,,10/22/14,3
9 PATCH RESERVOIR,WORCESTER,,,,,,10/22/14,3
3 PELHAM,WORCESTER,,,,,,10/22/14,3
98 PIEDMONT,WORCESTER,,,,,,10/22/14,3
80 ROBINWOOD,DEDHAM,,,,,,10/21/14,3
392 ALDEN,FAIRHAVEN,,,,,,10/21/14,3
86 HOWLAND,FAIRHAVEN,,,,,,10/21/14,3
15 SARATOGA,FAIRHAVEN,,,,,,10/21/14,3
11 SPRINGHILL,FAIRHAVEN,,,,,,10/21/14,3
3 CHAPPELWOOD,FRAMINGHAM,,,,,,10/21/14,3
14 COLBY,FRAMINGHAM,,,,,,10/21/14,3
105 ELM,FRAMINGHAM,,,,,,10/21/14,3
HILLSIDE,FRAMINGHAM,,,,,,10/21/14,3
235 WORCESTER,FRAMINGHAM,,,,,,10/21/14,3
1 WOODVIEW,HOPKINTON,,,,,,10/21/14,3
2 WOODVIEW,HOPKINTON,,,,,,10/21/14,3
4 WOODVIEW,HOPKINTON,,,,,,10/21/14,3
COLLINS,HYDE PARK,,,,,,10/21/14,3
20 COMO,HYDE PARK,,,,,,10/21/14,3
10 PATTI,MAYNARD,,,,,,10/21/14,3
3 PATTI,MAYNARD,,,,,,10/21/14,3
29 KIDDER,SOMERVILLE,,,,,,10/21/14,3
43 KIDDER,SOMERVILLE,,,,,,10/21/14,3
KIDDER,SOMERVILLE,@ 77 LIBERTY,,,,,10/21/14,3
18-20 BERKELY,WORCESTER,,,,,,10/21/14,3
EPWORTH,WORCESTER,@ WHIPPLE,,,,,10/21/14,3
81 HEYWOOD,WORCESTER,,,,,,10/21/14,3
96 HEYWOOD,WORCESTER,,,,,,10/21/14,3
98 HEYWOOD,WORCESTER,,,,,,10/21/14,3
OPP 36 MONROE,WORCESTER,,,,,,10/21/14,3
81 MOORE,WORCESTER,,,,,,10/21/14,3
86 MOORE,WORCESTER,,,,,,10/21/14,3
416 MOWER,WORCESTER,,,,,,10/21/14,3
420 MOWER,WORCESTER,,,,,,10/21/14,3
460 MOWER,WORCESTER,,,,,,10/21/14,3
416 NEW BOND,WORCESTER,,,,,,10/21/14,3
92 NEW BOND,WORCESTER,,,,,,10/21/14,3
NEWTON,WORCESTER,,,,,,10/21/14,3
13 PONIKEN,WORCESTER,,,,,,10/21/14,3
16 PONIKEN,WORCESTER,,,,,,10/21/14,3
15 PROCTOR,WORCESTER,,,,,,10/21/14,3
19 PROCTOR,WORCESTER,,,,,,10/21/14,3
54 FRESH POND,CAMBRIDGE,,,,,,10/20/14,3
257 ADAMS,FAIRHAVEN,,,,,,10/20/14,3
13 BROWN,FAIRHAVEN,,,,,,10/20/14,3
MAIN,FAIRHAVEN,,,,,,10/20/14,3
8 MINA,FAIRHAVEN,,,,,,10/20/14,3
7 WILDING,FAIRHAVEN,,,,,,10/20/14,3
154 BEACON,FRAMINGHAM,,,,,,10/20/14,3
52 BEACON,FRAMINGHAM,,,,,,10/20/14,3
79 BEACON,FRAMINGHAM,,,,,,10/20/14,3
798 OLD CONNECTICUT,FRAMINGHAM,,,,,,10/20/14,3
OLD CONNECTICUT,FRAMINGHAM,,,,,,10/20/14,3
105 SCHOOL,FRAMINGHAM,,,,,,10/20/14,3
120 CHITTICK,HYDE PARK,,,,,,10/20/14,3
19 CLEVELAND,HYDE PARK,,,,,,10/20/14,3
1 MICHAEL,MAYNARD,,,,,,10/20/14,3
31-41 NEW VISTA,WORCESTER,,,,,,10/20/14,3
67-77 NEW VISTA,WORCESTER,,,,,,10/20/14,3
11 ORMOND,WORCESTER,,,,,,10/20/14,3
6-8 OSCEOLA,WORCESTER,,,,,,10/20/14,3
65 PASADENA,WORCESTER,,,,,,10/20/14,3
68 PASADENA,WORCESTER,,,,,,10/20/14,3
20-22 SEVEN PINES,CAMBRIDGE,,,,,,10/17/14,3
10 SPRINGHILL,FAIRHAVEN,,,,,,10/17/14,3
6 WOODVIEW,HOPKINTON,,,,,,10/17/14,3
6 WOODVIEW,HOPKINTON,,,,,,10/17/14,3
8 WOODVIEW,HOPKINTON,,,,,,10/17/14,3
124 CHILD,HYDE PARK,,,,,,10/17/14,3
97 CHILD,HYDE PARK,,,,,,10/17/14,3
71 CHITTICK,HYDE PARK,,,,,,10/17/14,3
19 KING-ARTHUR,SHREWSBURY,,,,,,10/17/14,3
ELLIOTT,WORCESTER,,,,,,10/17/14,3
GREEN,WORCESTER,@ WINTER,,,,,10/17/14,3
GREEN,WORCESTER,@ GOLD,,,,,10/17/14,3
22 NORTH,WORCESTER,,,,,,10/17/14,3
67 NORTH,WORCESTER,,,,,,10/17/14,3
8 NORTH,WORCESTER,,,,,,10/17/14,3
NORTH,WORCESTER,,,,,,10/17/14,3
9 NOTTINGHAM,WORCESTER,,,,,,10/17/14,3
NOTTINGHAM,WORCESTER,,,,,,10/17/14,3
31 SHELBY,WORCESTER,,,,,,10/17/14,3
198 BRATTLE,CAMBRIDGE,,,,,,10/16/14,3
224 BRATTLE,CAMBRIDGE,,,,,,10/16/14,3
2218 MASSACHUSETTS,CAMBRIDGE,,,,,,10/16/14,3
7505 MASSACHUSETTS,CAMBRIDGE,,,,,,10/16/14,3
SECOND,CAMBRIDGE,,,,,,10/16/14,3
29 CHARLES,HYDE PARK,,,,,,10/16/14,3
44 CHESTERFIELD,HYDE PARK,,,,,,10/16/14,3
233 SOUTH,NORTHBORO,,,,,,10/16/14,3
101 WHITNEY,NORTHBORO,,,,,,10/16/14,3
368 WHITNEY,NORTHBORO,,,,,,10/16/14,3
9-11 ARCADE,NORTHBRIDGE,,,,,,10/16/14,3
38-40 DOUGLAS,NORTHBRIDGE,,,,,,10/16/14,3
1 ELM,NORTHBRIDGE,,,,,,10/16/14,3
ELM,NORTHBRIDGE,,,,,,10/16/14,3
447 HILL,NORTHBRIDGE,,,,,,10/16/14,3
LELAND,NORTHBRIDGE,,,,,,10/16/14,3
40 PIEDMONT,NORTHBRIDGE,,,,,,10/16/14,3
11 PLUMMER,NORTHBRIDGE,,,,,,10/16/14,3
181 SHINING ROCK,NORTHBRIDGE,,,,,,10/16/14,3
WHITIN,NORTHBRIDGE,,,,,,10/16/14,3
64 BOYLSTON,SHREWSBURY,,,,,,10/16/14,3
137 GRAFTON,SHREWSBURY,,,,,,10/16/14,3
7 LONGMEADOW,WORCESTER,,,,,,10/16/14,3
253 LOVELL,WORCESTER,,,,,,10/16/14,3
253 LOVELL,WORCESTER,,,,,,10/16/14,3
257 LOVELL,WORCESTER,,,,,,10/16/14,3
295 LOVELL,WORCESTER,,,,,,10/16/14,3
372 LOVELL,WORCESTER,,,,,,10/16/14,3
98 LOVELL,WORCESTER,,,,,,10/16/14,3
LOVELL,WORCESTER,,,,,,10/16/14,3
105 MAY,WORCESTER,,,,,,10/16/14,3
137 MAY,WORCESTER,,,,,,10/16/14,3
160 MAY,WORCESTER,,,,,,10/16/14,3
240 MAY,WORCESTER,,,,,,10/16/14,3
251 MAY,WORCESTER,,,,,,10/16/14,3
124 PAINE,WORCESTER,,,,,,10/16/14,3
PAINE,WORCESTER,,,,,,10/16/14,3
18 PATTISON,WORCESTER,,,,,,10/16/14,3
PENN,WORCESTER,,,,,,10/16/14,3
228 PROVIDENCE,WORCESTER,,,,,,10/16/14,3
2203 MASSACHUSETTS,CAMBRIDGE,,,,,,10/15/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,10/15/14,3
439 MAIN,FAIRHAVEN,,,,,,10/15/14,3
17 NEWBURY,FAIRHAVEN,,,,,,10/15/14,3
EASTVIEW,HOPKINTON,@ ROBBERN,,,,,10/15/14,3
3 SUSAN,HOPKINTON,,,,,,10/15/14,3
20 BRUSH HILL,HYDE PARK,,,,,,10/15/14,3
113 CENTRAL,HYDE PARK,,,,,,10/15/14,3
8-12 YALE,MILFORD,,,,,,10/15/14,3
6-8 OTIS,NORTHBORO,,,,,,10/15/14,3
27 FIFTH,CAMBRIDGE,,,,,,10/14/14,3
FIFTH,CAMBRIDGE,,,,,,10/14/14,3
73 GORE,CAMBRIDGE,,,,,,10/14/14,3
GORE,CAMBRIDGE,,,,,,10/14/14,3
PEARL,CAMBRIDGE,,,,,,10/14/14,3
48 BRADLEE,HYDE PARK,,,,,,10/14/14,3
6 BRADLEE,HYDE PARK,,,,,,10/14/14,3
16 BRUSH HILL,HYDE PARK,,,,,,10/14/14,3
55 GRANDVIEW,PLYMOUTH,,,,,,10/14/14,3
TURNPIKE,WESTBOROUGH,,,,,,10/12/14,3
BRATTLE,CAMBRIDGE,,,,,,10/10/14,3
ALDEN,FAIRHAVEN,,,,,,10/10/14,3
HARDING,FAIRHAVEN,,,,,,10/10/14,3
65 HOWLAND,FAIRHAVEN,,,,,,10/10/14,3
HOWLAND,FAIRHAVEN,@ RIVER,,,,,10/10/14,3
HOWLAND,FAIRHAVEN,,,,,,10/10/14,3
188 ASH,HOPKINTON,,,,,,10/10/14,3
211 ASH,HOPKINTON,,,,,,10/10/14,3
87 WINDHAM,HYDE PARK,,,,,,10/10/14,2
196 AUSTIN,HYDE PARK,,,,,,10/10/14,3
248-250 AUSTIN,HYDE PARK,,,,,,10/10/14,3
22 STONE,NORTHBORO,,,,,,10/10/14,3
9 STONE,NORTHBORO,,,,,,10/10/14,3
24 BOSTON,SOMERVILLE,,,,,,10/10/14,3
799 CONCORD,CAMBRIDGE,,,,,,10/9/14,3
ALDEN,FAIRHAVEN,,,,,,10/9/14,3
295 MAIN,FAIRHAVEN,,,,,,10/9/14,3
378 MAIN,FAIRHAVEN,,,,,,10/9/14,3
MAIN,FAIRHAVEN,,,,,,10/9/14,3
MAIN,FAIRHAVEN,@ RYLE,,,,,10/9/14,3
5 WOOD,FAIRHAVEN,,,,,,10/9/14,3
180 ASH,HOPKINTON,,,,,,10/9/14,2
6 THAYER HEIGHTS,HOPKINTON,,,,,,10/9/14,3
126 AUSTIN,HYDE PARK,,,,,,10/9/14,3
39-41 MEACHAM,SOMERVILLE,,,,,,10/9/14,3
34 HOOPER,WORCESTER,,,,,,10/9/14,3
294 ALDEN,FAIRHAVEN,,,,,,10/8/14,3
ALDEN,FAIRHAVEN,,,,,,10/8/14,3
ALDEN,FAIRHAVEN,,,,,,10/8/14,3
205 MAIN,FAIRHAVEN,,,,,,10/8/14,3
275 MAIN,FAIRHAVEN,,,,,,10/8/14,3
MAIN,FAIRHAVEN,,,,,,10/8/14,3
59 ASHEVILLE,HYDE PARK,,,,,,10/8/14,3
68 ASHEVILLE,HYDE PARK,,,,,,10/8/14,3
4 HOME,NATICK,,,,,,10/8/14,3
HOLMAN,SHREWSBURY,@ SPRING,,,,,10/8/14,3
28 PARK,SHREWSBURY,,,,,,10/8/14,3
14 CHERRY,SOMERVILLE,,,,,,10/8/14,3
63 ELM,SOMERVILLE,,,,,,10/8/14,3
6 MORRISON,SOMERVILLE,,,,,,10/8/14,3
711-723 SOMERVILLE,SOMERVILLE,,,,,,10/8/14,3
745 SOMERVILLE,SOMERVILLE,,,,,,10/8/14,3
32 WILLIAM,UPTON,,,,,,10/8/14,3
42 WILLIAM,UPTON,,,,,,10/8/14,3
WILLIAM,UPTON,,,,,,10/8/14,3
4 COHASSET,WORCESTER,,,,,,10/8/14,3
1 COLLEGE,WORCESTER,,,,,,10/8/14,3
27 COLONIAL,WORCESTER,,,,,,10/8/14,3
26 COMMODORE,WORCESTER,,,,,,10/8/14,3
62 COMMODORE,WORCESTER,,,,,,10/8/14,3
90 COMMODORE,WORCESTER,,,,,,10/8/14,3
COMMODORE,WORCESTER,,,,,,10/8/14,3
116 COMMONWEALTH,WORCESTER,,,,,,10/8/14,3
29 COPLEY,WORCESTER,,,,,,10/8/14,3
60 COPPERFIELD,WORCESTER,,,,,,10/8/14,3
80 COPPERFIELD,WORCESTER,,,,,,10/8/14,3
COPPERFIELD,WORCESTER,,,,,,10/8/14,3
20 JOLMA,WORCESTER,,,,,,10/8/14,3
103 MILL,WORCESTER,,,,,,10/8/14,3
109 MILL,WORCESTER,,,,,,10/8/14,3
115 MILL,WORCESTER,,,,,,10/8/14,3
118 MILL,WORCESTER,,,,,,10/8/14,3
455 MILL,WORCESTER,,,,,,10/8/14,3
7 MOUNT VERNON,WORCESTER,,,,,,10/8/14,3
19B QUEEN,WORCESTER,,,,,,10/8/14,3
ADAMS,FAIRHAVEN,,,,,,10/7/14,3
31 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
40 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
5 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
69 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
77 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
9 HEDGE,FAIRHAVEN,,,,,,10/7/14,3
82 ARLINGTON,HYDE PARK,,,,,,10/7/14,3
151 FAIRHAVEN,MATTAPOISETT,,,,,,10/7/14,3
139 COLLEGE,SOMERVILLE,,,,,,10/7/14,3
COLLEGE,SOMERVILLE,@ 2 PARK AVENUE,,,,,10/7/14,3
33 HARTFORD-NORTH,UPTON,,,,,,10/7/14,3
5 W-MAIN,UPTON,,,,,,10/7/14,3
7 W-MAIN,UPTON,,,,,,10/7/14,3
WILLIAM,UPTON,,,,,,10/7/14,3
3 CLEGG,WORCESTER,,,,,,10/7/14,3
180 COBURN,WORCESTER,,,,,,10/7/14,3
188 COBURN,WORCESTER,,,,,,10/7/14,3
188 COBURN,WORCESTER,,,,,,10/7/14,3
226 COBURN,WORCESTER,,,,,,10/7/14,3
250 COBURN,WORCESTER,,,,,,10/7/14,3
312 COBURN,WORCESTER,,,,,,10/7/14,3
9 COBURN,WORCESTER,,,,,,10/7/14,3
COBURN,WORCESTER,,,,,,10/7/14,3
41 COES,WORCESTER,,,,,,10/7/14,3
50 FORBES,WORCESTER,,,,,,10/7/14,3
PERKINS,WORCESTER,@ LINCOLN,,,,,10/7/14,3
ADAMS,FAIRHAVEN,,,,,,10/6/14,3
193 MAIN,FAIRHAVEN,,,,,,10/6/14,3
16 ALEXANDER,HOPKINTON,,,,,,10/6/14,3
123 FAIRHAVEN,MATTAPOISETT,,,,,,10/6/14,3
49 FAIRHAVEN,MATTAPOISETT,,,,,,10/6/14,3
72 FAIRHAVEN,MATTAPOISETT,,,,,,10/6/14,3
FAIRHAVEN,MATTAPOISETT,,,,,,10/6/14,3
7 SUMMER,SHREWSBURY,,,,,,10/6/14,3
10 WINSLOW,SOMERVILLE,,,,,,10/6/14,3
8 MITCHELL,SOUTHBORO,,,,,,10/6/14,3
NEWTON,SOUTHBORO,,,,,,10/6/14,3
25 PARK,SOUTHBORO,,,,,,10/6/14,3
6 WINCHESTER,SOUTHBORO,,,,,,10/6/14,3
2 ESTABROOK,WORCESTER,,,,,,10/6/14,3
FLORIDA,WORCESTER,,,,,,10/6/14,3
41 FREDERICKSON,WORCESTER,,,,,,10/6/14,3
634 GRAFTON,WORCESTER,,,,,,10/6/14,3
GREEN-HILL,WORCESTER,@ LINCOLN STREET,,,,,10/6/14,3
61 HAVELOCK,WORCESTER,,,,,,10/6/14,3
2 ORNE,WORCESTER,,,,,,10/6/14,3
3502 FOREST PARK,AUBURN,,,,,,10/5/14,3
25 BOYCE,AUBURN,,,,,,10/4/14,3
93 BOYCE,AUBURN,,,,,,10/4/14,3
58 VIOLET,DEDHAM,,,,,,10/3/14,3
36 WOODLEIGH,DEDHAM,,,,,,10/3/14,3
CASTLE,FAIRHAVEN,@ 29 ELM STREET,,,,,10/3/14,3
61 OXFORD,FAIRHAVEN,,,,,,10/3/14,3
65 OXFORD,FAIRHAVEN,,,,,,10/3/14,3
20 NICHOLAS,HOPKINTON,,,,,,10/3/14,3
9 TERESA,HOPKINTON,,,,,,10/3/14,3
