ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
136 KENBERMA,WORCESTER,,10-Dec-14,3
80 KENBERMA,WORCESTER,,10-Dec-14,3
LANCASTER,WORCESTER,,10-Dec-14,3
552 MILL,WORCESTER,,10-Dec-14,3
BROADWAY,CAMBRIDGE,,11-Dec-14,3
BROADWAY,CAMBRIDGE,,11-Dec-14,3
HOLDEN,SHREWSBURY,,11-Dec-14,3
HOLDEN,SHREWSBURY,,11-Dec-14,3
HARLEM,WORCESTER,@ PERRY AVE,11-Dec-14,3
19 HAYNES,WORCESTER,,11-Dec-14,3
10 KENDIG,WORCESTER,,11-Dec-14,3
23 KING,WORCESTER,,11-Dec-14,3
100 LAMARTINE,WORCESTER,,11-Dec-14,3
LAMARTINE,WORCESTER,,11-Dec-14,3
617 LINCOLN,WORCESTER,,11-Dec-14,3
108 LONGFELLOW,WORCESTER,,11-Dec-14,3
70 LONGFELLOW,WORCESTER,,11-Dec-14,3
98 LONGFELLOW,WORCESTER,,11-Dec-14,3
TYLER PRENTICE,WORCESTER,,11-Dec-14,3
1608 RIVER,HYDE PARK,,12-Dec-14,3
4 FARNUM,WORCESTER,,12-Dec-14,3
11 FIRGLADE,WORCESTER,,12-Dec-14,3
102-108 GROVE,WORCESTER,,12-Dec-14,3
150 GROVE,WORCESTER,,12-Dec-14,3
691 GROVE,WORCESTER,,12-Dec-14,3
730 GROVE,WORCESTER,,12-Dec-14,3
GROVE,WORCESTER,,12-Dec-14,3
OPP 41 HOOPER,WORCESTER,,12-Dec-14,3
MASSASOIT,WORCESTER,@ BRIERWAY DR,12-Dec-14,3
214 WEATHERSTONE,WORCESTER,,12-Dec-14,3
OXFORD,CAMBRIDGE,,15-Dec-14,3
18 WENDELL,CAMBRIDGE,,15-Dec-14,3
34 WENDELL,CAMBRIDGE,,15-Dec-14,3
WOOD,HOPKINTON,@ WHISPER WAY,15-Dec-14,3
1062 HIGHLAND,NEEDHAM,,15-Dec-14,3
200 HIGHLAND,NEEDHAM,,15-Dec-14,3
760 HIGHLAND,NEEDHAM,,15-Dec-14,3
HIGHLAND,NEEDHAM,,15-Dec-14,3
43 HORACE,NEEDHAM,,15-Dec-14,3
CORRINE,WORCESTER,@ GRAFTON ST,15-Dec-14,3
138 ENDICOTT,WORCESTER,,15-Dec-14,3
586 GRAFTON,WORCESTER,,15-Dec-14,3
636 GRAFTON,WORCESTER,,15-Dec-14,3
981 GRAFTON,WORCESTER,,15-Dec-14,3
994-1000 GRAFTON,WORCESTER,,15-Dec-14,3
GRAFTON,WORCESTER,,15-Dec-14,3
HAMILTON,WORCESTER,@ ALMONT AVE,15-Dec-14,3
18 WESTBOROUGH,WORCESTER,,15-Dec-14,3
17 WELLMAN,AUBURN,,16-Dec-14,3
31 CHESTNUT,DARTMOUTH,,16-Dec-14,3
WINTER,FRAMINGHAM,@ SALEM END RD,16-Dec-14,3
9 LORING,HYDE PARK,,16-Dec-14,3
16 CHARLES,NEEDHAM,,16-Dec-14,3
21 LEE,NEEDHAM,,16-Dec-14,3
RESERVOIR,NEEDHAM,,16-Dec-14,3
8 COLONIAL,WESTBOROUGH,,16-Dec-14,3
117 EAST MAIN,WESTBOROUGH,,16-Dec-14,3
10 GROVE,WESTBOROUGH,,16-Dec-14,3
130 FORBES,WESTWOOD,,16-Dec-14,3
124 ENDICOTT,WORCESTER,,16-Dec-14,3
3 GILMAN,WORCESTER,,16-Dec-14,3
199 HOPE,WORCESTER,,16-Dec-14,3
205 HOPE,WORCESTER,,16-Dec-14,3
99 HOPE,WORCESTER,,16-Dec-14,3
1 KELLEY,WORCESTER,,16-Dec-14,3
7 KELLEY,WORCESTER,,16-Dec-14,3
650 LINCOLN,WORCESTER,,16-Dec-14,3
CHESTNUT,ASHLAND,,17-Dec-14,3
419 CHARLES RIVER,NEEDHAM,,17-Dec-14,3
723-737 CHARLES RIVER,NEEDHAM,,17-Dec-14,3
120 LOCUST,NEEDHAM,,17-Dec-14,3
BEDFORD,NEW BEDFORD,@ ANTHONY ST,17-Dec-14,3
53 ELLSWORTH,WORCESTER,,17-Dec-14,3
50 HAMILTON,WORCESTER,,17-Dec-14,3
12 JUDSON,WORCESTER,,17-Dec-14,3
6 JUDSON,WORCESTER,,17-Dec-14,3
549 LINCOLN,WORCESTER,,17-Dec-14,3
580 LINCOLN,WORCESTER,,17-Dec-14,3
27 PINEWOOD,HYDE PARK,,18-Dec-14,3
160 COUNTRY,NEEDHAM,,18-Dec-14,3
67 GREEN,NEEDHAM,,18-Dec-14,3
1102 HIGHLAND,NEEDHAM,,18-Dec-14,3
HIGHLAND,NEEDHAM,,18-Dec-14,3
15 FEARING,WESTWOOD,,18-Dec-14,3
168 LINCOLN,WORCESTER,,18-Dec-14,3
176 LINCOLN,WORCESTER,,18-Dec-14,3
200 LINCOLN,WORCESTER,,18-Dec-14,3
440 LINCOLN,WORCESTER,,18-Dec-14,3
19 MARIPOSA,HYDE PARK,,19-Dec-14,3
257 HIGH ROCK,NEEDHAM,,19-Dec-14,3
HIGH ROCK,NEEDHAM,,19-Dec-14,3
36 MARKED TREE,NEEDHAM,,19-Dec-14,3
148 LINCOLN,WORCESTER,,19-Dec-14,3
150 LINCOLN,WORCESTER,,19-Dec-14,3
40 SUMMER,ASHLAND,,22-Dec-14,3
91 CHILD,HYDE PARK,,22-Dec-14,3
731 METROPOLITAN,HYDE PARK,,22-Dec-14,3
920 METROPOLITAN,HYDE PARK,,22-Dec-14,3
MILTON,HYDE PARK,,22-Dec-14,3
19 FITZGERALD,MARLBORO,,22-Dec-14,3
BODEN,NATICK,@ TAMARACK RD,22-Dec-14,3
GLEN,NATICK,,22-Dec-14,3
15 WASHINGTON,NATICK,,22-Dec-14,3
176 WHITMAN,NEEDHAM,,22-Dec-14,3
56 WINDING RIVER,NEEDHAM,,22-Dec-14,3
160 TACOMA,WORCESTER,,22-Dec-14,3
337 CHESTNUT,ASHLAND,,23-Dec-14,3
9 PERKINS,HYDE PARK,,23-Dec-14,3
20 RILEY,HYDE PARK,,23-Dec-14,3
1916 RIVER,HYDE PARK,,23-Dec-14,3
319 NORTH MAIN,NATICK,,23-Dec-14,3
15 WATER,NATICK,,23-Dec-14,3
37 WELLESLEY,NATICK,,23-Dec-14,3
364-366 HAMILTON,WORCESTER,,23-Dec-14,3
129-135 BONHAM,DEDHAM,,24-Dec-14,3
189 SHERRIN,HYDE PARK,,24-Dec-14,3
31 SUMMER,HYDE PARK,,24-Dec-14,3
74 SUMMER,HYDE PARK,,24-Dec-14,3
57 BRIAR,WESTWOOD,,24-Dec-14,3
72 BRIAR,WESTWOOD,,24-Dec-14,3
205 WEATHERBEE,WESTWOOD,,24-Dec-14,3
36 WOODRIDGE,WESTWOOD,,24-Dec-14,3
37 WOODRIDGE,WESTWOOD,,24-Dec-14,3
3-5 THATCHER,HYDE PARK,,26-Dec-14,3
706 TRUMAN,HYDE PARK,,26-Dec-14,3
746 TRUMAN,HYDE PARK,,26-Dec-14,3
50 PLEASANT,NATICK,,26-Dec-14,3
SPEEN,NATICK,,26-Dec-14,3
241 WEST CENTRAL,NATICK,,26-Dec-14,3
35 WHITTIER,NATICK,,26-Dec-14,3
750 TRUMAN,HYDE PARK,,29-Dec-14,3
842 TRUMAN,HYDE PARK,,29-Dec-14,3
21 WILLIAMS,UPTON,,29-Dec-14,3
6 DOWNEY,WESTWOOD,,29-Dec-14,3
GLANDORE,WESTWOOD,,29-Dec-14,3
253 POND,WESTWOOD,,29-Dec-14,3
115 FLAGG,WORCESTER,,29-Dec-14,3
15 VALENCIA,HYDE PARK,,30-Dec-14,3
85 LINCOLN,NORTHBORO,,30-Dec-14,3
PLEASANT,NATICK,@ LOOKOUT FARM RD,31-Dec-14,3
679 WORCESTER,NATICK,,31-Dec-14,3
266 MAIN,NORTHBORO,,31-Dec-14,3
34 MAIN,NORTHBORO,,31-Dec-14,3
63 MAIN,NORTHBORO,,31-Dec-14,3
93 WASHBURN,NORTHBORO,,31-Dec-14,3
3 LEBARON,MATTAPOISETT,,20-Jan-15,3
LEBARON,MATTAPOISETT,@ 105 NORTH ST,20-Jan-15,3
29 ASPEN,DEDHAM,,21-Jan-15,3
81 SUMMIT,HYDE PARK,,21-Jan-15,3
6 CLAUDETTE,MILFORD,,5-Feb-15,3
179 BONHAM,DEDHAM,,7-Feb-15,3
569 PLEASANT,FRAMINGHAM,,10-Feb-15,3
BELMONT,CAMBRIDGE,@ ARLINGTON ST,18-Feb-15,3
7 HOLLY,MATTAPOISETT,,18-Feb-15,3
42 BROWN,FAIRHAVEN,,20-Feb-15,3
270 COBURN,WORCESTER,,23-Feb-15,3
628 CANTON,WESTWOOD,,24-Feb-15,3
11 HURON,CAMBRIDGE,,27-Feb-15,3
507 HIGH,DEDHAM,,3-Mar-15,3
305 WEBSTER,CAMBRIDGE,,4-Mar-15,3
BAYVIEW,FAIRHAVEN,MANHATTAN AVE,5-Mar-15,3
48 FOLEY,MARLBORO,,6-Mar-15,3
13 JODIE,FRAMINGHAM,,10-Mar-15,3
HATHAWAY,NEW BEDFORD,ROCKDALE AVE,10-Mar-15,3
ROCKDALE,NEW BEDFORD,@ WINTERVILLE RD,10-Mar-15,3
27 BEECH,NEEDHAM,,12-Mar-15,3
CHECKERBERRY,FRAMINGHAM,@ RICKEY DR,13-Mar-15,3
20 RICKY,FRAMINGHAM,,13-Mar-15,3
102 ARLINGTON,HYDE PARK,,14-Mar-15,3
29 WESTMORLAND,WORCESTER,,16-Mar-15,3
5 SPRING,HOPKINTON,,20-Mar-15,3
208 WILSON,MARLBORO,,20-Mar-15,3
THOMPSON,MAYNARD,@ ELMWOOD ST,20-Mar-15,3
56 RIVERLIN,MILLBURY,,23-Mar-15,3
58 RIVERLIN,MILLBURY,,23-Mar-15,3
CLARENDON,CAMBRIDGE,@ MASS AVE,24-Mar-15,3
4 WENZELL,ASHLAND,,28-Mar-15,3
CHECKERBERRY,FRAMINGHAM,@ RICKEY DR,28-Mar-15,3
232 COOK,MARLBORO,,29-Mar-15,3
4 CRAWFORD,CAMBRIDGE,,30-Mar-15,3
1920 MASSACHUSETTS,CAMBRIDGE,,31-Mar-15,3
9 FOREST,CARVER,,31-Mar-15,3
85 WINFIELD,HOLDEN,,31-Mar-15,3
15 WASHINGTON,NATICK,,31-Mar-15,3
112 WEST UNION,ASHLAND,,1-Apr-15,3
62 WEST CENTRAL,NATICK,,2-Apr-15,2
8 FLORENCE,CAMBRIDGE,,3-Apr-15,3
82 MOUNT AUBURN,CAMBRIDGE,,3-Apr-15,2
367 WEST MAIN,NORTHBORO,,3-Apr-15,3
96 WORCESTER,GRAFTON,,6-Apr-15,3
638 MAIN,HOLDEN,,6-Apr-15,3
115 BEAUFORT,NEEDHAM,,6-Apr-15,3
119 BRADFORD,NEEDHAM,,6-Apr-15,3
75-77 WEST BOYLSTON,WORCESTER,,6-Apr-15,3
WEST BOYLSTON,WORCESTER,@ BOARDMAN ST,6-Apr-15,3
150-200 UNION,ASHLAND,,7-Apr-15,3
1 HOLLYWOOD,GRAFTON,,7-Apr-15,3
HOLLYWOOD,GRAFTON,@ WORCESTER ST,7-Apr-15,3
207 WORCESTER,GRAFTON,,7-Apr-15,3
213 WORCESTER,GRAFTON,,7-Apr-15,3
BROCK,NEW BEDFORD,,7-Apr-15,3
BRATTLE,WORCESTER,@ HOLDEN ST,7-Apr-15,3
380 SOUTHBRIDGE,AUBURN,,8-Apr-15,3
11 CARLISLE,CAMBRIDGE,,8-Apr-15,3
14 ELLICOTT,NEEDHAM,,8-Apr-15,3
631 GREAT PLAIN,NEEDHAM,,8-Apr-15,3
47 STETSON,NEW BEDFORD,,9-Apr-15,3
WEST BOYLSTON,WORCESTER,@ AIRLIE ST,9-Apr-15,3
246-248 MAIN,HUDSON,,10-Apr-15,3
439 MAIN,HUDSON,,10-Apr-15,3
OFF LYMAN,WESTBOROUGH,TOWARD 32 AND 34,10-Apr-15,3
112 TURNPIKE,WESTBOROUGH,,10-Apr-15,3
139 TURNPIKE,WESTBOROUGH,,10-Apr-15,2
27 TALLAWANDA,WORCESTER,,10-Apr-15,3
64 WATER,FRAMINGHAM,,13-Apr-15,3
49 HOPEDALE,HOPEDALE,,13-Apr-15,3
HOPEDALE,HOPEDALE,@ FREEDOM ST,13-Apr-15,3
22 HIGHLAND COMMONS,HUDSON,,13-Apr-15,3
37 LONGWOOD,NEW BEDFORD,,13-Apr-15,3
VINTON,WORCESTER,UNION ST,13-Apr-15,3
35 THOMPSON,MAYNARD,,14-Apr-15,2
6106 SHOPS,NORTHBORO,,14-Apr-15,3
8108 SHOPS,NORTHBORO,,14-Apr-15,3
PROSPECT,SOMERVILLE,@ SOMERVILLE AVE,14-Apr-15,2
269-1 WEST MAIN,NORTHBORO,,15-Apr-15,3
269-2 WEST MAIN,NORTHBORO,,15-Apr-15,3
13 PROVIDENCE,SUTTON,,15-Apr-15,3
164 MILK,WESTBOROUGH,,15-Apr-15,3
18 PROVIDENCE,SUTTON,,16-Apr-15,3
68 PROVIDENCE,SUTTON,,16-Apr-15,3
80 PROVIDENCE,SUTTON,,16-Apr-15,3
PROVIDENCE,SUTTON,@ PLEASANT ST,16-Apr-15,3
2 SASSACUS,WESTBOROUGH,,16-Apr-15,3
19 BEAUFORT,NEEDHAM,,17-Apr-15,3
61 UPLAND,WORCESTER,,17-Apr-15,3
97 WEBSTER,WORCESTER,,17-Apr-15,3
MILTON,DEDHAM,RIVER ST,21-Apr-15,3
186 ROCKDALE,NEW BEDFORD,,21-Apr-15,3
6 COLONIAL,WESTBOROUGH,,21-Apr-15,3
70-72 EAST MAIN,WESTBOROUGH,,21-Apr-15,3
TYLER PRENTICE,WORCESTER,,21-Apr-15,3
SOUTH MAIN,ACUSHNET,@ HOPE ST,22-Apr-15,3
215 MILTON,DEDHAM,,22-Apr-15,3
85 BLAKE,NEEDHAM,,22-Apr-15,3
8 SOUTHVIEW,WORCESTER,,22-Apr-15,3
485 BROADWAY,CAMBRIDGE,,23-Apr-15,3
ELM,DARTMOUTH,@ BRIDGE ST,23-Apr-15,3
443-445 MAXFIELD,NEW BEDFORD,,23-Apr-15,3
5 MILK,WESTBOROUGH,,23-Apr-15,3
183 SHREWSBURY,WORCESTER,,23-Apr-15,3
218 SHREWSBURY,WORCESTER,,23-Apr-15,3
345 SHREWSBURY,WORCESTER,,23-Apr-15,3
102 STATE,DARTMOUTH,,24-Apr-15,3
43 BREWSTER,NEEDHAM,,24-Apr-15,3
19-21 AGNES,NEW BEDFORD,,24-Apr-15,3
41 TARKILN HILL,NEW BEDFORD,,24-Apr-15,3
19 ASHMORE,WORCESTER,,24-Apr-15,3
63 CLARKE,MARLBORO,,27-Apr-15,3
20 OXFORD,NATICK,,27-Apr-15,3
MASSACHUSETTS,CAMBRIDGE,@ CLARENDON AVE,28-Apr-15,3
REYNOLDS,NEW BEDFORD,,28-Apr-15,3
950 KINGS,NEW BEDFORD,,29-Apr-15,3
28 ASCADILLA,WORCESTER,,29-Apr-15,3
327 WOOD,HYDE PARK,,30-Apr-15,3
ARARAT,WORCESTER,DELAVAL RD,30-Apr-15,3
ARARAT,WORCESTER,@ BROOKS ST,30-Apr-15,3
BANCROFT,WORCESTER,,30-Apr-15,3
680 MAIN,FRAMINGHAM,,1-May-15,3
VERNON,FRAMINGHAM,@ GROVE ST,1-May-15,3
10 FAIRMOUNT,HYDE PARK,,1-May-15,3
496 EAST BOSTON POST,MARLBORO,,1-May-15,3
BEECHING,WORCESTER,,1-May-15,3
2401 MASSACHUSETTS,CAMBRIDGE,,4-May-15,3
1255 WORCESTER,FRAMINGHAM,,4-May-15,3
1165 HYDE PARK,HYDE PARK,,4-May-15,3
1200 HYDE PARK,HYDE PARK,,4-May-15,3
103 NORTH,MATTAPOISETT,,4-May-15,3
312 BELMONT,WORCESTER,,4-May-15,3
378 BELMONT,WORCESTER,,4-May-15,3
36-38 MOUNT,WORCESTER,,4-May-15,3
54 ROCKDALE,WORCESTER,,4-May-15,3
MASSACHUSETTS,CAMBRIDGE,@ WOODBRIDGE ST,5-May-15,3
9 HYLAIR,SHREWSBURY,,5-May-15,3
5 MAIN,UPTON,,5-May-15,3
15 BOYLSTON,WORCESTER,,5-May-15,3
140 WEST,WORCESTER,,5-May-15,3
77 WEST MAIN,HOPKINTON,,6-May-15,3
1415 HYDE PARK,HYDE PARK,,6-May-15,3
151-153 BOSTON,SHREWSBURY,,6-May-15,3
11 BRANTWOOD,WORCESTER,,6-May-15,3
BRANTWOOD,WORCESTER,@ RADMORE ST,6-May-15,3
3 CEDAR,HOPKINTON,,7-May-15,3
6 CEDAR,HOPKINTON,,7-May-15,3
20-24 MAIN,HOPKINTON,,7-May-15,3
34 MAIN,HOPKINTON,,7-May-15,3
MAIN,HOPKINTON,@ CHURCH ST,7-May-15,3
43 HIGHLAND,WORCESTER,,7-May-15,3
IDALLA,WORCESTER,@ LADYBANK RD,7-May-15,3
1 HALLETT,FRAMINGHAM,,9-May-15,3
WATER,FRAMINGHAM,@ COSTA CIRCLE,9-May-15,3
CURVE,HOLLISTON,@ WASHINGTON ST,11-May-15,3
346 GREENWOOD,WORCESTER,ARNOLD RD,11-May-15,3
39 TYSON,WORCESTER,,11-May-15,3
91 FAIRHAVEN,MATTAPOISETT,,12-May-15,3
18 BILLINGHAM,SOMERVILLE,,12-May-15,3
59 BERWICK,WORCESTER,,12-May-15,3
4 BRISTOL,WORCESTER,,12-May-15,3
42 COLLINS,WORCESTER,,12-May-15,3
28 WATER,WORCESTER,,12-May-15,3
WATER,WORCESTER,@ FOX ST,12-May-15,3
FORTUNE,MILFORD,@ CEDAR ST,13-May-15,3
1 FORTUNE,MILFORD,,13-May-15,2
3 FORTUNE,MILFORD,,13-May-15,2
64 GREEN,WORCESTER,,13-May-15,3
17 PLEASANT,WORCESTER,,13-May-15,3
196 EAST MAIN,MILFORD,,14-May-15,3
123 HIGHLAND,NEEDHAM,,14-May-15,3
200 HIGHLAND,NEEDHAM,,14-May-15,3
16 THORNDYKE,WORCESTER,,14-May-15,3
85 FAIRHAVEN,MATTAPOISETT,,15-May-15,3
#91-12 MEDWAY,MILFORD,,15-May-15,3
89-91 MEDWAY,MILFORD,,15-May-15,3
23 DALEY,NEEDHAM,,15-May-15,3
22 COLONIAL,WORCESTER,,15-May-15,3
5 COLONIAL,WORCESTER,,15-May-15,3
17 HAVELOCK,WORCESTER,,15-May-15,3
5 HAVELOCK,WORCESTER,,15-May-15,3
56 HAVELOCK,WORCESTER,,15-May-15,3
24 MAIN,KINGSTON,,18-May-15,3
636-642 CHANDLER,WORCESTER,,18-May-15,3
4 CRESCENT,KINGSTON,,19-May-15,3
CHANDLER,WORCESTER,JUNE ST,19-May-15,3
VENDORA,WORCESTER,@ BURNCOAT ST,19-May-15,3
104 KINNAIRD,CAMBRIDGE,,20-May-15,3
MASSACHUSETTS,CAMBRIDGE,@ UPLAND RD,20-May-15,3
2 WASHBURN,KINGSTON,,20-May-15,3
51 FAIRHAVEN,MATTAPOISETT,,20-May-15,3
57 MAIN,MILFORD,,20-May-15,3
1 SPRUCE,MILFORD,,20-May-15,3
170 CHANDLER,WORCESTER,,20-May-15,3
208 CHANDLER,WORCESTER,,20-May-15,3
74 CHANDLER,WORCESTER,,20-May-15,3
CHANDLER,WORCESTER,@ WELLINGTON ST,20-May-15,3
RANDALL,WORCESTER,BURNCOAT ST,20-May-15,3
85 MAIN,KINGSTON,,21-May-15,3
45 ELIOT,NEEDHAM,,21-May-15,3
MAIN,KINGSTON,@ SPRING ST,22-May-15,3
5 SHAW,MATTAPOISETT,,22-May-15,3
8 GREENDALE,WORCESTER,,22-May-15,3
MASSACHUSETTS,CAMBRIDGE,@ PORTER RD,26-May-15,3
2 HOLIDAY,FAIRHAVEN,,26-May-15,3
13 CHESTNUT,KINGSTON,,26-May-15,3
4 PEARL,KINGSTON,,26-May-15,3
PEARL,KINGSTON,WEST OF CENTERHILL RD,26-May-15,3
193 DARTMOUTH,MARLBORO,,26-May-15,3
FRAMINGHAM,MARLBORO,@ DARTMOUTH ST,26-May-15,3
115 WEST,MILFORD,,26-May-15,3
137 WEST,MILFORD,,26-May-15,3
27 BLAKE,MARLBORO,,27-May-15,3
WATER,MATTAPOISETT,,27-May-15,3
CENTRAL,MILFORD,SOUTH BOW,27-May-15,2
44-46 GAGE,NEEDHAM,,27-May-15,3
OPP 62 BEECHING,WORCESTER,,27-May-15,3
574 CHANDLER,WORCESTER,,27-May-15,3
929 CHANDLER,WORCESTER,,27-May-15,3
10 DOROTHY,WORCESTER,,27-May-15,3
PARK,WORCESTER,@ MAY ST,27-May-15,3
FARADAY,WORCESTER,@ GROVE ST,28-May-15,3
194-196 PARK,WORCESTER,,28-May-15,3
5 PERROT,WORCESTER,,28-May-15,3
2 WOODMAN,WORCESTER,,28-May-15,3
THIRD,CAMBRIDGE,@ KENDALL ST,29-May-15,3
53 OGRADY,MARLBORO,,29-May-15,3
91 FAIRHAVEN,MATTAPOISETT,,29-May-15,3
93 FAIRHAVEN,MATTAPOISETT,,29-May-15,3
117 SOUTH MAIN,MILFORD,,29-May-15,3
138 SOUTH MAIN,MILFORD,,29-May-15,3
160 SOUTH MAIN,MILFORD,,29-May-15,3
KING PHILIP,WORCESTER,@ BURNCOAT ST,29-May-15,3
8 RUTH,WORCESTER,,29-May-15,3
85 SALISBURY,WORCESTER,,29-May-15,3
89 FORT,FAIRHAVEN,,1-Jun-15,3
UNCATENA,WORCESTER,,1-Jun-15,3
216 BROADWAY,CAMBRIDGE,,2-Jun-15,3
1678 MASSACHUSETTS,CAMBRIDGE,,2-Jun-15,3
1712 MASSACHUSETTS,CAMBRIDGE,,2-Jun-15,3
MASSACHUSETTS,CAMBRIDGE,@ LINNAEAN ST,2-Jun-15,3
301-308 WINDSOR,FRAMINGHAM,,2-Jun-15,3
349 GREAT PLAIN,NEEDHAM,,2-Jun-15,3
586 GREAT PLAIN,NEEDHAM,,3-Jun-15,3
287 MAIN,WORCESTER,,3-Jun-15,3
MAIN,WORCESTER,@ CHANDLER ST,3-Jun-15,3
5-7 WEST,CAMBRIDGE,,4-Jun-15,3
133 SUMMER,KINGSTON,,4-Jun-15,3
149 SUMMER,KINGSTON,,4-Jun-15,3
157 SUMMER,KINGSTON,,4-Jun-15,3
161 SUMMER,KINGSTON,,4-Jun-15,3
95-97 SUMMER,KINGSTON,,4-Jun-15,3
207 MAIN,MILFORD,,4-Jun-15,3
MAIN,MILFORD,@ CONGRESS ST,4-Jun-15,3
WATER,MILFORD,@ MAIN ST,4-Jun-15,3
6 GUILD,WORCESTER,,4-Jun-15,3
880 MAIN,WORCESTER,,5-Jun-15,3
MAIN,WORCESTER,AT PIEDMONT ST,5-Jun-15,3
94 SAMUEL,GRAFTON,,8-Jun-15,3
546 MASSACHUSETTS,CAMBRIDGE,,9-Jun-15,3
MILL,FAIRHAVEN,@ MEADOW RD,9-Jun-15,3
OAKVALE,FRAMINGHAM,@ LANCASTER RD,9-Jun-15,2
37 MANN,WORCESTER,,9-Jun-15,3
37 STAFFORD,WORCESTER,,9-Jun-15,3
51 STAFFORD,WORCESTER,,9-Jun-15,3
727 MASSACHUSETTS,CAMBRIDGE,,10-Jun-15,3
MASSACHUSETTS,CAMBRIDGE,@ PLEASANT ST,10-Jun-15,3
28 HAMLET,FAIRHAVEN,,10-Jun-15,3
118 WEEDEN,FAIRHAVEN,,10-Jun-15,3
110-112 ADAMS,FAIRHAVEN,,11-Jun-15,3
31 COTTAGE,FAIRHAVEN,,11-Jun-15,3
23 HIGHLAND,FAIRHAVEN,,11-Jun-15,3
24 HIGHLAND,FAIRHAVEN,,11-Jun-15,3
45 HIGHLAND,FAIRHAVEN,,11-Jun-15,3
43-45 LINCOLN,GRAFTON,,11-Jun-15,3
15 GREENWOOD,NEEDHAM,,11-Jun-15,3
TARKILN,NEW BEDFORD,@ CHAFFEE ST,11-Jun-15,3
110 TURNPIKE,WESTBOROUGH,,11-Jun-15,3
266 LOVELL,WORCESTER,,11-Jun-15,3
287 LOVELL,WORCESTER,,11-Jun-15,3
31 AMERICA,FRAMINGHAM,,12-Jun-15,3
25 MAPLEWOOD,MARLBORO,,12-Jun-15,3
SOUTHBRIDGE,WORCESTER,@ CAMBRIDGE ST,12-Jun-15,3
15 ROCKLAND,FAIRHAVEN,,15-Jun-15,3
6 ROCKLAND,FAIRHAVEN,,15-Jun-15,3
674 CONCORD,MARLBORO,,15-Jun-15,3
56 FARMINGTON,MARLBORO,,15-Jun-15,3
881 MASSACHUSETTS,CAMBRIDGE,,16-Jun-15,3
35 HACKER,FAIRHAVEN,,16-Jun-15,3
83 BEAVER PARK,FRAMINGHAM,,16-Jun-15,3
34 SWORD,AUBURN,,17-Jun-15,3
26 TRIPP,FAIRHAVEN,,17-Jun-15,3
283 GROVE,KINGSTON,,17-Jun-15,3
418 STEARNS,MARLBORO,,17-Jun-15,3
99-101 BRANTWOOD,WORCESTER,,17-Jun-15,3
SOUTHBRIDGE,WORCESTER,MYRTLE ST,17-Jun-15,3
205 ARTHUR,FRAMINGHAM,,18-Jun-15,3
218 WORCESTER,GRAFTON,,18-Jun-15,3
67 DIANA,MARLBORO,,18-Jun-15,3
4 BERKMANS,WORCESTER,,18-Jun-15,3
97 CHURCH,FAIRHAVEN,,21-Jun-15,3
88 PEARL,CAMBRIDGE,,22-Jun-15,2
14 LIVESEY,FAIRHAVEN,,22-Jun-15,3
MILL,FAIRHAVEN,,22-Jun-15,3
NANCY,FAIRHAVEN,,22-Jun-15,3
12 EAST,GRAFTON,,22-Jun-15,3
120A BROADMEADOW,MARLBORO,,22-Jun-15,3
120B BROADMEADOW,MARLBORO,,22-Jun-15,3
1033 MASSACHUSETTS,CAMBRIDGE,,23-Jun-15,3
599 MASSACHUSETTS,CAMBRIDGE,,23-Jun-15,3
333 PEARL,CAMBRIDGE,,23-Jun-15,3
135 WASHINGTON,FAIRHAVEN,,23-Jun-15,3
77 ARLINGTON,FRAMINGHAM,,23-Jun-15,3
44 NORTH MAIN,GRAFTON,,23-Jun-15,3
4 WESTERLY,KINGSTON,,23-Jun-15,3
LYNN,MILFORD,@ COOLIDGE RD,23-Jun-15,3
432 CHANDLER,WORCESTER,,23-Jun-15,3
49 WATERVILLE,GRAFTON,,24-Jun-15,3
2 BOWDOIN,MILFORD,,24-Jun-15,3
14 FRATERNAL,WORCESTER,,24-Jun-15,3
JOHN,FAIRHAVEN,@ TIMOTHY ST,25-Jun-15,3
87 SPRING,FAIRHAVEN,,25-Jun-15,3
110 ALEXANDER,FRAMINGHAM,,25-Jun-15,3
90 EAMES,FRAMINGHAM,,25-Jun-15,3
34 CREEPER HILL,GRAFTON,,25-Jun-15,3
69 HOUDE,MARLBORO,,25-Jun-15,3
43 MCGEE,MARLBORO,,25-Jun-15,3
25 ROGERS,MARLBORO,,25-Jun-15,3
30 GRANT,MILFORD,,25-Jun-15,3
12 PRINCETON,MILFORD,,25-Jun-15,3
2001-2012 WINDSOR,FRAMINGHAM,,26-Jun-15,3
84 CREEPER HILL,GRAFTON,,26-Jun-15,3
24 MCGEE,MARLBORO,,26-Jun-15,3
28 RIVER,CAMBRIDGE,,29-Jun-15,3
WORCESTER,GRAFTON,SNOW RD,29-Jun-15,3
299 CHURCH,MARLBORO,,29-Jun-15,3
177 WEST MAIN,MILLBURY,,29-Jun-15,3
1035 BOWLES,NEW BEDFORD,,29-Jun-15,3
993 WILDWOOD,NEW BEDFORD,,29-Jun-15,3
473 CHURCH,NORTHBRIDGE,,29-Jun-15,3
32 FAIRFAX,SOMERVILLE,,29-Jun-15,3
132 ENDICOTT,WORCESTER,,29-Jun-15,3
